,Playing Time,Performance,Expected,Progression,Per 90 Minutes,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR
0.2,MF,19,1,0,14,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.1,DF,17,1,0,5,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0,FW,19,1,0,2,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DF,23,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,17,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,21,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,FW,18,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,17,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,17,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
45.1,MF,23,50,46,"4,061",7,9,16,7,0,0,10,1,0.12,0.27,Matches,9.2,62,172,122,0.16,0.20,0.35,0.16,0.35,0.12,0.15,0.27
43.6,MF,21,48,44,"3,922",1,4,5,1,0,0,14,0,0.01,0.09,Matches,3.0,27,173,27,0.02,0.09,0.11,0.02,0.11,0.01,0.08,0.09
41.0,DF,25,44,41,"3,688",3,0,3,3,0,0,6,0,0.08,0.09,Matches,2.7,30,112,21,0.07,0.00,0.07,0.07,0.07,0.08,0.01,0.09
40.3,"FW,MF",21,45,40,"3,629",25,15,40,16,9,9,8,0,0.38,0.77,Matches,22.2,117,197,195,0.62,0.37,0.99,0.40,0.77,0.63,0.38,1.01
39.1,FW,22,44,39,"3,518",17,6,23,17,0,0,10,0,0.60,0.74,Matches,22.9,70,67,200,0.43,0.15,0.59,0.43,0.59,0.60,0.14,0.74
34.3,MF,22,40,36,"3,083",7,3,10,6,1,2,10,0,0.19,0.33,Matches,8.0,52,210,54,0.20,0.09,0.29,0.18,0.26,0.25,0.14,0.39
33.9,DF,38,38,33,"3,047",4,1,5,4,0,0,6,0,0.03,0.06,Matches,1.8,2,102,5,0.12,0.03,0.15,0.12,0.15,0.03,0.04,0.06
30.7,GK,23,31,30,"2,767",0,0,0,0,0,0,4,0,0.00,0.00,Matches,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30.6,"FW,MF",28,43,31,"2,751",10,8,18,10,0,1,8,0,0.29,0.50,Matches,11.0,120,78,242,0.33,0.26,0.59,0.33,0.59,0.29,0.20,0.50
27.8,DF,20,37,26,"2,499",0,9,9,0,0,0,7,1,0.05,0.27,Matches,5.2,78,86,135,0.00,0.32,0.32,0.00,0.32,0.05,0.22,0.27
27.0,DF,20,32,27,"2,433",1,1,2,1,0,0,3,0,0.06,0.12,Matches,2.5,23,73,27,0.04,0.04,0.07,0.04,0.07,0.06,0.06,0.12
24.8,DF,25,26,25,"2,228",1,2,3,1,0,0,10,0,0.06,0.11,Matches,2.2,31,50,73,0.04,0.08,0.12,0.04,0.12,0.06,0.05,0.11
22.7,FW,22,41,23,"2,042",7,2,9,7,0,0,7,0,0.25,0.48,Matches,8.5,92,45,139,0.31,0.09,0.40,0.31,0.40,0.25,0.23,0.48
20.9,GK,25,21,21,"1,883",0,0,0,0,0,0,2,0,0.00,0.00,Matches,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18.8,DF,22,22,19,"1,694",1,1,2,1,0,0,3,0,0.02,0.12,Matches,1.8,3,46,3,0.05,0.05,0.11,0.05,0.11,0.02,0.10,0.12
17.7,FW,21,34,19,"1,591",8,3,11,6,2,2,2,0,0.14,0.37,Matches,4.3,76,52,136,0.45,0.17,0.62,0.34,0.51,0.21,0.23,0.44
13.7,DF,24,17,13,"1,230",1,0,1,1,0,0,2,0,0.02,0.02,Matches,0.3,5,31,9,0.07,0.00,0.07,0.07,0.07,0.02,0.01,0.02
13.0,DF,26,21,13,"1,172",0,1,1,0,0,0,6,0,0.14,0.41,Matches,3.4,22,25,59,0.00,0.08,0.08,0.00,0.08,0.14,0.26,0.41
8.1,FW,21,19,8,728,2,0,2,2,0,0,0,0,0.47,0.50,Matches,2.5,11,6,37,0.25,0.00,0.25,0.25,0.25,0.47,0.03,0.50
6.3,MF,19,15,6,571,0,0,0,0,0,0,3,0,0.00,0.03,Matches,0.1,8,17,3,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03
6.1,"FW,MF",25,14,2,553,3,0,3,3,0,0,0,0,0.47,0.52,Matches,2.5,10,19,35,0.49,0.00,0.49,0.49,0.49,0.47,0.05,0.52
5.3,DF,23,11,6,479,0,2,2,0,0,0,2,2,0.07,0.44,Matches,2.1,19,21,35,0.00,0.38,0.38,0.00,0.38,0.07,0.37,0.44
4.8,DF,19,17,5,435,1,0,1,1,0,0,1,0,0.14,0.14,Matches,0.3,1,7,4,0.21,0.00,0.21,0.21,0.21,0.14,0.00,0.14
4.6,"FW,MF",21,15,3,416,0,0,0,0,0,0,2,0,0.35,0.39,Matches,0.9,9,8,15,0.00,0.00,0.00,0.00,0.00,0.35,0.04,0.39
2.9,"MF,FW",19,12,2,261,2,1,3,2,0,0,2,0,0.06,0.19,Matches,0.5,4,12,19,0.69,0.34,1.03,0.69,1.03,0.06,0.13,0.19
1.0,DF,20,1,1,90,0,0,0,0,0,0,0,0,,,Matches,,,,,0.00,0.00,0.00,0.00,0.00,,,
0.9,"FW,MF",20,11,0,79,0,0,0,0,0,0,0,0,0.00,0.12,Matches,0.1,1,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12
0.8,FW,19,3,1,73,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.5,MF,18,1,1,45,0,0,0,0,0,0,0,0,,,Matches,,,,,0.00,0.00,0.00,0.00,0.00,,,
0.4,MF,19,1,0,33,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.3,"DF,FW",18,3,0,28,0,0,0,0,0,0,0,0,3.23,3.23,Matches,0.5,0,0,1,0.00,0.00,0.00,0.00,0.00,3.23,0.00,3.23
0.1,MF,17,1,0,6,0,0,0,0,0,0,0,0,,,Matches,,,,,0.00,0.00,0.00,0.00,0.00,,,
0.1,DF,17,1,0,6,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.1,MF,18,2,0,5,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0,MF,17,1,0,2,0,0,0,0,0,0,0,0,,,Matches,,,,,0.00,0.00,0.00,0.00,0.00,,,
0.0,FW,19,2,0,2,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0,GK,31,0,0,,0,0,0,0,0,0,1,0,,,Matches,,,,,,,,,,,,
,MF,18,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,17,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,17,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,16,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,17,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,20,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,20,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,16,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,20,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,FW,17,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,15,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,FW,18,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
38.3,GK,23,38,38,"3,450",0,0,0,0,0,0,3,0,0.00,0.00,Matches,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
34.4,DF,39,35,35,"3,099",1,1,2,1,0,0,5,1,0.03,0.06,Matches,2.0,13,185,6,0.03,0.03,0.06,0.03,0.06,0.03,0.03,0.06
32.3,DF,23,33,33,"2,904",0,3,3,0,0,0,3,1,0.02,0.08,Matches,2.2,32,150,11,0.00,0.09,0.09,0.00,0.09,0.02,0.06,0.08
31.4,DF,22,34,33,"2,830",1,2,3,1,0,0,7,1,0.02,0.11,Matches,3.4,60,111,99,0.03,0.06,0.10,0.03,0.10,0.02,0.10,0.11
26.7,"MF,DF",26,34,25,"2,399",0,0,0,0,0,0,7,0,0.05,0.11,Matches,2.6,20,93,27,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.11
24.7,"FW,MF",29,38,26,"2,227",6,2,8,5,1,2,2,0,0.29,0.37,Matches,7.9,33,46,161,0.24,0.08,0.32,0.20,0.28,0.36,0.08,0.45
24.7,MF,22,29,26,"2,227",1,1,2,1,0,0,7,0,0.14,0.30,Matches,7.0,67,104,57,0.04,0.04,0.08,0.04,0.08,0.14,0.16,0.30
24.5,MF,28,32,27,"2,207",4,3,7,3,1,1,4,0,0.15,0.33,Matches,7.3,57,75,98,0.16,0.12,0.29,0.12,0.24,0.15,0.18,0.33
23.3,DF,24,31,24,"2,100",1,0,1,1,0,0,4,0,0.04,0.10,Matches,2.0,36,52,40,0.04,0.00,0.04,0.04,0.04,0.04,0.05,0.10
23.3,FW,24,32,24,"2,094",11,2,13,8,3,3,4,0,0.38,0.53,Matches,11.5,24,27,123,0.47,0.09,0.56,0.34,0.43,0.49,0.15,0.64
23.2,FW,26,29,25,"2,088",6,6,12,6,0,0,1,0,0.19,0.38,Matches,8.5,107,64,170,0.26,0.26,0.52,0.26,0.52,0.19,0.19,0.38
21.5,"MF,DF",24,26,22,"1,939",1,0,1,1,0,0,6,1,0.06,0.09,Matches,1.7,16,96,13,0.05,0.00,0.05,0.05,0.05,0.06,0.03,0.09
19.9,FW,22,38,16,"1,795",7,0,7,5,2,2,1,0,0.39,0.47,Matches,8.2,40,34,114,0.35,0.00,0.35,0.25,0.25,0.48,0.08,0.56
17.9,MF,23,29,17,"1,613",2,0,2,2,0,0,5,0,0.19,0.29,Matches,5.1,28,78,58,0.11,0.00,0.11,0.11,0.11,0.19,0.10,0.29
11.1,FW,19,20,13,998,2,2,4,2,0,0,2,0,0.12,0.32,Matches,3.1,48,25,77,0.18,0.18,0.36,0.18,0.36,0.12,0.21,0.32
7.9,"MF,DF",20,16,6,709,2,1,3,2,0,0,1,0,0.23,0.38,Matches,1.7,6,18,40,0.25,0.13,0.38,0.25,0.38,0.23,0.16,0.38
7.4,MF,25,21,6,670,1,0,1,0,1,1,2,0,0.13,0.19,Matches,1.0,15,21,25,0.13,0.00,0.13,0.00,0.00,0.13,0.05,0.19
6.2,DF,19,13,5,556,0,0,0,0,0,0,0,0,0.02,0.10,Matches,0.5,3,12,6,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.10
5.5,FW,23,10,6,499,0,0,0,0,0,0,0,0,0.22,0.36,Matches,2.0,20,17,43,0.00,0.00,0.00,0.00,0.00,0.22,0.14,0.36
5.1,"DF,FW",25,21,3,460,0,1,1,0,0,0,2,0,0.01,0.24,Matches,1.0,6,11,13,0.00,0.20,0.20,0.00,0.20,0.01,0.23,0.24
4.0,DF,27,6,5,359,1,0,1,1,0,0,2,0,0.03,0.24,Matches,0.9,9,15,5,0.25,0.00,0.25,0.25,0.25,0.03,0.20,0.24
2.0,FW,18,8,1,178,0,0,0,0,0,0,0,0,0.12,0.37,Matches,0.7,10,2,24,0.00,0.00,0.00,0.00,0.00,0.12,0.26,0.37
1.3,DF,19,1,1,120,0,0,0,0,0,0,0,0,,,Matches,,,,,0.00,0.00,0.00,0.00,0.00,,,
1.2,"FW,DF",20,9,0,105,0,0,0,0,0,0,1,0,0.17,0.17,Matches,0.1,5,2,8,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17
1.1,MF,19,2,1,101,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.6,"DF,MF",26,3,0,53,0,0,0,0,0,0,0,0,0.07,0.31,Matches,0.2,3,5,2,0.00,0.00,0.00,0.00,0.00,0.07,0.23,0.31
0.5,DF,25,1,0,46,0,0,0,0,0,0,0,0,,,Matches,,,,,0.00,0.00,0.00,0.00,0.00,,,
0.3,MF,17,2,0,30,0,0,0,0,0,0,0,0,0.34,0.34,Matches,0.1,1,1,0,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.34
0.1,FW,23,2,0,11,0,0,0,0,0,0,0,0,0.00,0.58,Matches,0.1,1,0,6,0.00,0.00,0.00,0.00,0.00,0.00,0.58,0.58
0.0,MF,15,1,0,4,0,0,0,0,0,0,0,0,,,Matches,,,,,0.00,0.00,0.00,0.00,0.00,,,
,MF,18,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,17,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,36,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,17,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,22,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,22,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,30,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
44.2,DF,30,49,47,"3,975",1,0,1,1,0,0,4,1,0.01,0.04,Matches,1.5,40,139,124,0.02,0.00,0.02,0.02,0.02,0.01,0.03,0.04
41.2,FW,30,51,44,"3,706",5,7,12,5,0,0,3,0,0.14,0.34,Matches,12.7,123,152,280,0.12,0.17,0.29,0.12,0.29,0.14,0.21,0.34
40.0,GK,29,40,40,"3,599",1,0,1,1,0,0,0,0,0.01,0.01,Matches,0.5,0,5,0,0.03,0.00,0.03,0.03,0.03,0.01,0.00,0.01
36.8,DF,28,39,36,"3,311",0,1,1,0,0,0,12,0,0.04,0.07,Matches,2.2,7,101,3,0.00,0.03,0.03,0.00,0.03,0.04,0.03,0.07
36.3,MF,24,46,36,"3,266",3,4,7,3,0,0,6,1,0.07,0.16,Matches,4.9,60,149,106,0.08,0.11,0.19,0.08,0.19,0.07,0.09,0.16
35.0,MF,30,44,39,"3,154",5,10,15,5,0,0,8,0,0.17,0.38,Matches,12.5,101,283,156,0.14,0.29,0.43,0.14,0.43,0.17,0.21,0.38
27.7,FW,28,36,32,"2,496",7,1,8,6,1,1,9,0,0.19,0.30,Matches,8.0,99,66,270,0.25,0.04,0.29,0.22,0.25,0.19,0.11,0.30
27.4,DF,22,29,29,"2,464",0,0,0,0,0,0,4,1,0.03,0.05,Matches,1.2,22,101,12,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05
26.1,FW,33,43,30,"2,351",11,1,12,6,5,5,9,0,0.37,0.47,Matches,11.2,24,46,156,0.42,0.04,0.46,0.23,0.27,0.53,0.10,0.63
24.9,DF,29,33,24,"2,244",0,2,2,0,0,0,4,1,0.05,0.12,Matches,2.7,89,82,125,0.00,0.08,0.08,0.00,0.08,0.05,0.07,0.12
24.7,DF,30,29,26,"2,222",2,0,2,2,0,0,6,0,0.06,0.08,Matches,1.7,6,91,12,0.08,0.00,0.08,0.08,0.08,0.06,0.01,0.08
23.8,FW,24,46,20,"2,139",6,3,9,6,0,0,5,0,0.41,0.50,Matches,10.4,17,52,148,0.25,0.13,0.38,0.25,0.38,0.41,0.08,0.50
21.4,MF,31,41,17,"1,922",7,1,8,7,0,0,12,0,0.24,0.27,Matches,4.8,20,97,49,0.33,0.05,0.37,0.33,0.37,0.24,0.03,0.27
21.1,MF,26,38,21,"1,901",2,2,4,2,0,0,3,0,0.10,0.24,Matches,4.8,42,109,85,0.09,0.09,0.19,0.09,0.19,0.10,0.14,0.24
20.8,DF,25,24,19,"1,874",0,0,0,0,0,0,6,0,0.04,0.05,Matches,0.9,20,53,4,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.05
19.3,DF,29,31,18,"1,737",0,0,0,0,0,0,2,0,0.01,0.04,Matches,0.7,31,70,42,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04
19.1,MF,28,37,18,"1,718",1,0,1,1,0,0,9,0,0.02,0.07,Matches,1.2,9,73,10,0.05,0.00,0.05,0.05,0.05,0.02,0.05,0.07
18.0,MF,21,30,20,"1,617",0,2,2,0,0,0,9,0,0.04,0.07,Matches,1.1,21,63,12,0.00,0.11,0.11,0.00,0.11,0.04,0.03,0.07
16.2,FW,22,37,15,"1,461",3,2,5,3,0,0,3,0,0.16,0.39,Matches,5.7,45,28,125,0.18,0.12,0.31,0.18,0.31,0.16,0.23,0.39
13.2,FW,36,45,8,"1,192",3,1,4,2,1,1,8,1,0.15,0.36,Matches,4.0,36,40,89,0.23,0.08,0.30,0.15,0.23,0.22,0.21,0.43
12.1,DF,24,26,11,"1,086",1,1,2,1,0,0,10,1,0.03,0.05,Matches,0.5,21,56,39,0.08,0.08,0.17,0.08,0.17,0.03,0.03,0.05
11.0,GK,21,12,11,991,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.1,MF,26,1,0,10,0,0,0,0,0,0,0,0,,,Matches,,,,,0.00,0.00,0.00,0.00,0.00,,,
0.0,GK,32,0,0,,0,0,0,0,0,0,1,0,,,Matches,,,,,,,,,,,,
,GK,18,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,17,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,18,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,26,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,23,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,23,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,17,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,21,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,FW,20,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,17,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,20,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
48.7,MF,25,50,48,"4,385",7,10,17,7,0,0,14,0,0.12,0.28,Matches,11.8,70,310,83,0.14,0.21,0.35,0.14,0.35,0.12,0.16,0.28
44.3,DF,31,47,45,"3,984",5,1,6,5,0,0,9,0,0.07,0.09,Matches,3.5,33,154,22,0.11,0.02,0.14,0.11,0.14,0.07,0.02,0.09
42.7,FW,22,48,45,"3,845",12,10,22,11,1,1,14,1,0.27,0.50,Matches,18.4,149,114,265,0.28,0.23,0.51,0.26,0.49,0.29,0.23,0.52
40.8,MF,25,46,40,"3,672",8,2,10,8,0,0,8,0,0.19,0.26,Matches,9.1,27,159,127,0.20,0.05,0.25,0.20,0.25,0.19,0.07,0.26
38.4,DF,31,43,39,"3,455",4,2,6,4,0,0,4,0,0.10,0.13,Matches,4.4,15,86,33,0.10,0.05,0.16,0.10,0.16,0.10,0.03,0.13
34.5,DF,32,39,35,"3,104",1,11,12,1,0,0,5,0,0.03,0.29,Matches,8.9,43,199,158,0.03,0.32,0.35,0.03,0.35,0.03,0.27,0.29
32.9,FW,23,40,36,"2,959",25,2,27,19,6,7,1,0,0.60,0.74,Matches,21.2,75,80,147,0.76,0.06,0.82,0.58,0.64,0.76,0.15,0.91
30.7,FW,29,45,29,"2,762",5,4,9,5,0,0,4,0,0.23,0.35,Matches,9.2,96,101,192,0.16,0.13,0.29,0.16,0.29,0.23,0.12,0.35
29.7,GK,34,30,29,"2,675",0,0,0,0,0,0,1,0,0.00,0.00,Matches,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21.7,DF,29,26,22,"1,951",1,0,1,1,0,0,6,0,0.05,0.06,Matches,1.0,9,41,6,0.05,0.00,0.05,0.05,0.05,0.05,0.01,0.06
21.5,"DF,FW",20,35,18,"1,931",1,1,2,1,0,0,1,0,0.02,0.08,Matches,1.4,51,77,89,0.05,0.05,0.09,0.05,0.09,0.02,0.06,0.08
20.9,GK,31,21,21,"1,885",0,0,0,0,0,0,3,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20.4,"MF,FW",26,27,22,"1,839",3,3,6,3,0,0,9,0,0.20,0.41,Matches,7.4,38,71,81,0.15,0.15,0.29,0.15,0.29,0.20,0.21,0.41
19.7,DF,23,22,20,"1,774",2,2,4,2,0,0,2,0,0.04,0.10,Matches,1.6,0,38,5,0.10,0.10,0.20,0.10,0.20,0.04,0.06,0.10
19.5,MF,17,26,19,"1,754",1,4,5,1,0,0,1,0,0.08,0.20,Matches,3.1,15,58,64,0.05,0.21,0.26,0.05,0.26,0.08,0.12,0.20
17.7,FW,28,28,19,"1,591",3,8,11,3,0,0,1,0,0.16,0.51,Matches,7.2,35,55,123,0.17,0.45,0.62,0.17,0.62,0.16,0.35,0.51
15.3,FW,31,26,12,"1,377",10,1,11,8,2,2,4,0,0.59,0.63,Matches,8.7,11,10,85,0.65,0.07,0.72,0.52,0.59,0.70,0.05,0.75
12.3,MF,20,26,10,"1,107",0,2,2,0,0,0,3,0,0.13,0.30,Matches,3.5,39,58,72,0.00,0.16,0.16,0.00,0.16,0.13,0.17,0.30
11.8,DF,28,21,10,"1,061",0,0,0,0,0,0,2,0,0.02,0.12,Matches,1.2,12,29,33,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.12
10.8,DF,18,22,11,973,2,0,2,2,0,0,3,0,0.04,0.07,Matches,0.6,20,49,28,0.18,0.00,0.18,0.18,0.18,0.04,0.03,0.07
9.6,FW,25,23,7,862,5,3,8,5,0,0,2,0,0.40,0.76,Matches,6.8,45,34,80,0.52,0.31,0.84,0.52,0.84,0.40,0.36,0.76
7.8,MF,23,14,9,705,2,0,2,2,0,0,1,0,0.15,0.25,Matches,1.4,20,20,32,0.26,0.00,0.26,0.26,0.26,0.15,0.10,0.25
7.6,MF,23,12,8,688,1,0,1,1,0,0,3,0,0.11,0.21,Matches,1.4,16,25,31,0.13,0.00,0.13,0.13,0.13,0.11,0.10,0.21
3.0,"FW,MF",33,17,1,273,1,0,1,1,0,0,1,0,0.68,0.68,Matches,1.0,5,8,13,0.33,0.00,0.33,0.33,0.33,0.68,0.00,0.68
2.2,DF,31,8,2,200,0,0,0,0,0,0,0,0,0.11,0.11,Matches,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11
2.2,DF,27,7,3,194,0,0,0,0,0,0,1,0,0.00,0.07,Matches,0.1,2,7,2,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07
1.0,GK,30,1,1,90,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.3,FW,18,1,0,25,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.1,MF,20,4,0,13,0,0,0,0,0,0,1,0,0.00,0.00,Matches,0.0,2,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.1,"DF,FW",19,2,0,13,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0,MF,19,1,0,1,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.0,MF,20,1,0,1,0,0,0,0,0,0,0,0,0.00,0.00,Matches,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,MF,19,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,20,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,16,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,DF,29,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,31,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,MF,17,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
,GK,,0,0,,,,,,,,,,,,Matches,,,,,,,,,,,,
45.7,GK,33,45,45,"4,110",0,0,0,0,0,0,3,0,0.00,0.00,Matches,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
42.3,DF,25,48,40,"3,807",0,1,1,0,0,0,8,1,0.03,0.06,Matches,2.3,10,121,11,0.00,0.02,0.02,0.00,0.02,0.03,0.03,0.06
39.7,DF,30,44,41,"3,575",3,8,11,3,0,1,13,0,0.05,0.22,Matches,7.8,92,184,165,0.08,0.20,0.28,0.08,0.28,0.07,0.17,0.24
36.6,DF,24,41,35,"3,297",5,2,7,5,0,0,15,0,0.06,0.09,Matches,2.9,30,159,9,0.14,0.05,0.19,0.14,0.19,0.06,0.03,0.09
36.2,DF,27,41,36,"3,258",8,2,10,8,0,0,12,0,0.13,0.21,Matches,6.9,34,233,19,0.22,0.06,0.28,0.22,0.28,0.13,0.08,0.21
33.7,MF,33,41,35,"3,033",8,4,12,8,0,1,7,0,0.17,0.31,Matches,9.4,72,168,121,0.24,0.12,0.36,0.24,0.36,0.21,0.14,0.35
33.1,FW,25,42,34,"2,981",14,5,19,12,2,4,4,0,0.37,0.47,Matches,14.7,85,161,277,0.42,0.15,0.57,0.36,0.51,0.47,0.11,0.57
32.2,DF,19,37,31,"2,898",1,2,3,1,0,0,3,0,0.02,0.09,Matches,2.4,51,93,116,0.03,0.06,0.09,0.03,0.09,0.02,0.07,0.09
31.2,"FW,MF",22,49,34,"2,805",10,2,12,8,2,2,6,0,0.14,0.22,Matches,5.9,20,73,156,0.32,0.06,0.39,0.26,0.32,0.20,0.08,0.28
30.3,MF,26,46,30,"2,726",2,3,5,1,1,1,2,0,0.02,0.11,Matches,3.1,34,173,31,0.07,0.10,0.17,0.03,0.13,0.05,0.09,0.14
30.1,MF,26,48,29,"2,713",5,4,9,5,0,0,9,0,0.20,0.30,Matches,8.1,15,151,63,0.17,0.13,0.30,0.17,0.30,0.20,0.10,0.30
26.9,MF,30,39,30,"2,422",2,5,7,2,0,0,2,0,0.07,0.17,Matches,4.1,27,154,59,0.07,0.19,0.26,0.07,0.26,0.08,0.10,0.17
25.4,FW,25,43,24,"2,287",5,2,7,5,0,1,6,0,0.27,0.40,Matches,9.3,70,75,214,0.20,0.08,0.28,0.20,0.28,0.27,0.13,0.40
